company_name,cin,other_name,other_cin
MUNDRA OIL PRIVATE LIMITED,U23209GJ2009PTC056860,AADI OIL PRIVATE LIMITED;ALMONDZ INDUSTRIES PRIVATE LIMITED,
AADINATH FLEXIPACK PRIVATE LIMITED,U22200MP2016PTC035444,Aadinath Flexipack Private Limited,
GRAINOTCH INDUSTRIES LIMITED,U15549MH2006PLC165848,AADITYA BREWERIES LIMITED,
LENDINGKART FINANCE LIMITED,U65910MH1996PLC258722,AADRI INFIN LIMITED;VLD FINANCE AND SECURITIES LIMITED,U65910AP1996PLC026037
AADRILA TECHNOLOGIES PRIVATE LIMITED,U74999UP2017PTC094688,AADRILA ADVISORY SERVICES PRIVATE LIMITED,
AADSHRI BUSINESS & CONSULTING PRIVATE LIMITED,U74999HR2019PTC083116,AADSHRI BUSINESS & CONSULTING PRIVATELIMITED,
ANIL NUTRIENTS LIMITED,U23209GJ2000PLC037132,AAHAR OIL AND FEEDS PRIVATE LIMITED;AAHAR PRODUCTS PVT LIMITED;ANIL NUTRIENTS PRIVATE LIMITED;SASHIN CHEMICALS PRIVATE LIMITED,
PRATHYUSHA ENTERPRISES PRIVATE LIMITED,U52399TN2015PTC098899,Aahrav Enterprises Private Limited,
AAI CARGO LOGISTICS & ALLIED SERVICES COMPANY LIMITED,U74990DL2016GOI304348,AAI CARGO LOGISTICS & ALLIED SERVICESCOMPANY LIMITED,
AAIDEA SOLUTIONS LIMITED,U52590HR2015PLC057185,AAIDEA SOLUTIONS PRIVATE LIMITED,U52590HR2015PTC057185
AAISWARYA DYEING MILLS PRIVATE LIMITED,U17119GJ1993PTC020372,AAISWARYA PRINTS DYEING AND PRINTING MILLS PRIVATE LIMITED;SAKHEE DYEING AND PRINTING MILLS PRIVATE LIMITED,
AAK INDIA PRIVATE LIMITED,U15140MH2002PTC137681,AAK KAMANI PRIVATE LIMITED;KAMANI OIL INDUSTRIES PRIVATE LIMITED,
ELECON EPC PROJECTS LIMITED.,U29219GJ1991PLC015379,AAKAAISH PROJECTS LIMITED;NARMADA TRAVELS LIMITED;NARMADA TRAVELS PVT.LTD.,
COUNTO MICROFINE PRODUCTS PRIVATE LIMITED,U70200GA1996PTC002240,AAKAASH LAND CONTRACTS PRIVATE LIMITED;COUNTO MICROFINE PRODUCTS PRIVATELIMITED;SICON CONCRETE PRODUCTS PRIVATE LIMITED,
AAKAASH MANUFACTURING COMPANY PRIVATE LIMITED,U55101GA1995PTC001908,AAKAASH MANUFACTURING COMPANY PRIVATELIMITED;AAKASH MANUFACTURING COMPANY PRIVATE LIMITED,
RIC PROJECTS PRIVATE LIMITED,U70101DL1996PTC078401,AAKANKSHA FARMS & CONSTRUCTIONS PVT. LTD.,
AAKANKSHA MANAGEMENT CONSULTANCY & HOLDINGS PRIVATE LIMITED,U74140TN2000PTC044919,AAKANKSHA MANAGEMENT CONSULTANCY  HOLDINGS PRIVATE LIMITED;AAKANKSHA MANAGEMENT CONSULTANCY &HOLDINGS PRIVATE LIMITED,
AAKASH EXPLORATION SERVICES LIMITED,L23209GJ2007PLC049792,AAKASH EXPLORATION SERVICES PRIVATE LIMITED;AAKASH EXPLORATION SERVICES PRIVATELIMITED,U23209GJ2007FLC049792;U23209GJ2007PLC049792
AAKASH GLOBAL FOODS PRIVATE LIMITED,U15440MP1992PTC007224,Aakash Global Foods Private Limited;AAKASH NAMKEENS PVT LTD,
KANTER STEEL (INDIA) PRIVATE LIMITED,U28100GJ2012PTC125161,AAKASH HOMES PRIVATE LIMITED,U28100PN2012PTC143804;U45200PN2012PTC143804
AAKASH HEALTHCARE PRIVATE LIMITED,U85100DL1994PTC063836,AAKASH INSTITUTE PRIVATE LIMITED,
AAKRITI CONSTRUCTIONS AND DEVELOPERS PRIVATE LIMITED,U45400TG2008PTC060093,AAKRITI CONSTRUCTIONS AND DEVELOPERS PRIVATE LIMTED;AAKRITI CONSTRUCTIONS AND DEVELOPERSPRIVATE LIMITED;SANKALP INFRA PROJECTS PRIVATE LIMITED,U45400AP2008PTC060093
AG8 VENTURES LIMITED,U45201MP1997PLC012427,AAKRITI DWELLINGS PRIVATE LIMITED,
AAKRITI SUGAR MILLS PRIVATE LIMITED,U15421MP2006PTC019132,AAKRITI SUGAR AND ALLIED INDUSTRIES LIMITED;AAKRITI SUGAR MILLS LIMITED;AAKRITI SUGAR MILLS Private Limited;MA BHAGWATI SUGAR MILL LIMITED,U15421MP2006PLC019132
INTERNATIONAL COUNTRY HOLIDAYS PRIVATE LIMITED,U55101MH1984PTC032585,AAKRUTI ENGINEERS PRIVATE LIMITED;INTERNATIONAL COUNTRY HOLIDAYS PRIVATELIMITED,
AALIDHRA TEXPRO ENGINEERS PRIVATE LIMITED,U29199GJ1993PTC019616,AALIDHRA TEXPRO ENGINEERS PRIVATELIMITED;ALIDRA TEXPRO ENGINEERS PVT LTD,
AALIDHRA TEXTOOL ENGINEERS PRIVATE LIMITED,U29259GJ1990PTC014034,AALIDHRA TEXTOOL ENGINEERS PRIVATELIMITED;ALIDHRA TEXTOOL ENGINEERS PRIVATE LIMITED,
AALISHAN ECO TEXTILE PARK PRIVATE LIMITED,U74994DL2014PTC269190,AALISHAN ECO TEXTILE PARK PRIVATELIMITED,
AALOK SOLARFARMS LIMITED,U40300GJ2015PLC082718,Aalok Solarfarms Private Limited;Tailwind Windfarms Private Limited,U40300GJ2015PTC082718
AAM INDIA MANUFACTURING CORPORATION PRIVATE LIMITED,U34300PN2008FTC131616,AAM INDIA GEAR & AXLE PRIVATE LIMITED;AAM INDIA MANUFACTURING CORPORATION PRIVATE LIMITE D;AAM India Manufacturing Corporation Private Limited;AAM INDIA MANUFACTURING CORPORATIONPRIVATE LIMITED,
AAMBY VALLEY AIRPORT PROJECT LIMITED,U62200MH2011PLC213988,Aamby Valley Airport Project Limited,
QING AMBAY CITY DEVELOPERS CORPORATION LIMITED,U45400MH2011PLC213969,AAMBY VALLEY CITY DEVELOPER LIMITED;Qing Ambay City Developers Corporation Limited;QING AMBAY CITY DEVELOPERS CORPORATIONLIMITED,
AAMBY VALLEY GREEN GOLF LIMITED,U92412MH2011PLC213982,Aamby Valley Green Golf Limited,
AAMBY VALLEY CITY LIMITED,U45200MH2006PLC160730,AAMBY VALLEY LIMITED,
AAMBY VALLEY MEGA RETAILS LIMITED,U52100MH2011PLC213973,Aamby Valley Mega Retails Limited,
AAMIR BEADING AND EMBROIDERIES PRIVATE LIMITED,U17291MH2004PTC145538,AAMIR BEADING AND EMBROIDERIES PRIVATELIMITED,
AAMODA BROADCASTING COMPANY PRIVATE LIMITED,U92130TG2008PTC061237,AAMODA BROADCASTING COMPANY PRIVATELIMITED,U92130AP2008PTC061237
AANANDLOK REMEDIAL RESEARCH CENTRE PRIVATE LIMITED,U85110UP2008PTC035512,Aanandlok Remedial Research Centre Private Limited;AANANDLOK REMEDIAL RESEARCH CENTREPRIVATE LIMITED,
BHAGYANAGAR COPPER PRIVATE LIMITED,U27100TG2008PTC125034,AANVIK MERCANTILE PRIVATE LIMITED,U51109MH2008PTC181786
AAP PHARMA TECHNOLOGIES INDIA PRIVATE LIMITED,U24233TG2008PTC062352,AAP PHARMA TECHNOLOGIES INDIA PRIVATELIMITED,U24233AP2008PTC062352
AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,AAPC INDIA HOTEL MANAGEMENT PRIVATELIMITED,U55101HR2004PTC138347
AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,AAPC INDIA HOTEL MANAGEMENT PRIVATELIMITED,
AAPEX POWER AND INDUSTRIES PRIVATE LIMITED,U65191TN1996PTC036440,AAPEX POWER AND INDUSTRIES PRIVATELIMITED;APOLLO INFRASTRUCTURE COMPANY LIMITED;APOLLO INFRASTRUCTURE PROJECTS FINANCE COMPANY LIM ITED;APOLLO INFRASTRUCTURE PROJECTS FINANCE COMPANY PRI VATE LIMITED;APOLLO INFRASTRUCTURE PROJECTS FINANCE COMPANY PRIVATE LIMITED;APOLLO INFRASTRUCTURE PROJECTS FINANCECOMPANY PRIVATE LIMITED,
AAR SHYAM INDIA INVESTMENT COMPANY LIMITED,L67120DL1983PLC015266,AAR SHYAM INDIA INVESTMENT COMPANYLIMITED,
AARATHI ENERGY VENTURES PRIVATE LIMITED,U40108TG2003PTC042154,AARATHI ENERGY VENTURES LIMITED;AARATHI ENERGY VENTURES Private Limited;AARATHI HYDRO ENERGIES PRIVATE LIMITED,U40108AP2003PLC042154;U40108TG2003PLC042154
AARAV FRAGRANCES AND FLAVORS PRIVATE LIMITED,U74999MH2007PTC168695,AARAV FRAGRANCES AND FLAVORS PRIVATELIMITED;AARAV FRAGRANCES AND FLAVOURS PRIVATE LIMITED;AARAV FRAGRANCES PRIVATE LIMITED,
AAREEN HEALTHCARE PRIVATE LIMITED,U24110PB2010PTC034104,AAREEN HEALTHCARE PRIV LIMITED,
MY GHARONDA PRIVATE LIMITED,U70102PN2006PTC128968,AAREL JEWELLERS PRIVATE LIMITED,U36911PN2006PTC128968
ARCL ORGANICS LIMITED,L24121WB1992PLC056562,AAREM CHEMICALS P LTD.;ARCL ORGANICS PRIVATE LIMITED,L24121WB1992PLC056562;U24121WB1992PLC056562
ARCL ORGANICS LIMITED,L24121WB1992PLC056562,AAREM CHEMICALS P LTD.;ARCL ORGANICS PRIVATE LIMITED,U24121WB1992PLC056562
RAPPORT OUTDOOR ADVERTISING PRIVATE LIMITED,U74300MH1989PTC050786,AAREN INITIATIVE OUTDOOR ADVERTISING PRIVATE LIMTED;FINMARK ADVERTISING PRIVATE LIMITED;LINTAS INITIATIVE OUTDOOR ADVERTISING PRIVATE LIMI TED;RAPPORT OUTDOOR ADVERTISING PRIVATELIMITED,
AARISH SOLAR POWER PRIVATE LIMITED,U40109TN2015PTC102834,Aarish Solar Power Private Limited,U40109TS2015PTC200128
AARISH SOLAR POWER PRIVATE LIMITED,U40109TN2015PTC102834,Aarish Solar Power Private Limited,
AARMONIA CHEMICALS PRIVATE LIMITED,U24100MH2010PTC205526,AARMONIA Chemicals Private Limited,
AAROGYA HERBS (INDIA) PRIVATE LIMITED,U24233UR2009PTC032747,AAROGYA HERBS INDIA PRIVATE LIMITED,
WHATS ON INDIA MEDIA PRIVATE LIMITED,U72200MH2006PTC160271,AAROHAN MEDIA SOFTWARE PRIVATE LIMITED,
EMULEX COMMUNICATIONS PRIVATE LIMITED,U72900KA2001PTC028447,AAROHI COMMUNICATIONS PRIVATE LIMITED,
AAROHI SOLAR PRIVATE LIMITED,U32109HR2008PTC038030,Aarohi Solar Private Limited;ACME COLD CHAIN INFRASTRUCTURE PRIVATE LIMITED;ACME ENERGY MANAGEMENT SOLUTIONS PRIVATE LIMITED;GS WATER TREATMENT TECHNOLOGIES PRIVATE LIMITED,
AARONE BUILDTECH PRIVATE LIMITED,U74899DL1991PTC042812,AARON BUILDTECH PRIVATE LIMITED,
AARON INDUSTRIES LIMITED,L31908GJ2013PLC077306,AARON INDUSTRIES PRIVATE LIMITED,U31908GJ2013PLC077306;U31908GJ2013PTC077306
AARTI INFRASTRUCTURE AND BUILDCON LIMITED,U74110CT1999PLC013770,AARTI BUILDCON PRIVATE LIMITED;AARTI INFRASTRUCTURE AND BUILDCONLIMITED,U45202CT1999PLC013770
ANUSHAKTI CHEMICALS AND DRUGS LIMITED,U24239MH1992PLC068275,AARTI HEALTHCARE LIMITED;ALCHEMIE DRUGS PRIVATE LIMITED,
AARTI IRON & POWER PRIVATE LIMITED,U00000CH2004PTC026792,AARTI IRON  POWER Private Limited;AARTI IRON & POWER LIMITED;AARTI PELLET AND ENERGY LIMITED,U00000CH2004PLC026792
AARTI JEWELLERS PRIVATE LIMITED,U36910MH1987PTC042359,AARTI JEWELLERS PRIVATA LIMITED,
AARTI PHARMALABS LIMITED,L24100GJ2019PLC110964,AARTI ORGANICS LIMITED,U24100GJ2019PLC110964
AARTI INDUSTRIES LTD,L24110GJ1984PLC007301,AARTI ORGANICS LTD,
AARUSH (PHASE III) LOGISTICS PARK PRIVATE LIMITED,U70109TN2017PTC114953,AARUSH (PHASE III) LOGISTICS PARKPRIVATE LIMITED,
AARUSH (PHASE IV) LOGISTICS PARK PRIVATE LIMITED,U70109TN2017PTC114902,AARUSH (PHASE IV) LOGISTICS PARK PRIVATELIMITED,
AARUSH (PHASE V) LOGISTICS PARK PRIVATE LIMITED,U70200TN2017PTC114901,AARUSH (PHASE V) LOGISTICS PARK PRIVATELIMITED,
JAYANT VENTURES PRIVATE LIMITED,U51909PN1997PTC111290,AARUSHI HOLDINGS PRIVATE LIMITED,U65993PN1997PTC111290
AARVEE ASSOCIATES ARCHITECTS ENGINEERS AND CONSULTANTS PRIVATE LIMITED,U74200TG2005PTC045491,AARVEE ASSOCIATES ARCHITECTS ENGINEERSAND CONSULTANTS PRIVATE LIMITED,U74200AP2005PTC045491
AARVEE COLD CHAIN LOGISTICS PRIVATE LIMITED,U63030PN2011PTC138569,Aarvee Cold Chain Logistics Private Limited;AARVEE COLD CHAIN LOGISTICS PRIVATELIMITED;DEVYANI FERRO ALLOYS PRIVATE LIMITED,U27310PN2011PTC138569
AARVI ENCON LIMITED,L29290MH1987PLC045499,AARVI ENCON PRIVATE LIMITED,U29290MH1987PLC045499;U29290MH1987PTC045499
AARYA INDUSTRIAL PRODUCTS PRIVATE LIMITED,U67120WB1996PTC079800,AARYA INDUSTRIAL PRODUCTS PRIVATELIMITED;COMMAND FINANCIAL SERVICES PVT LTD,
AASAN INFO SOLUTIONS (INDIA) PRIVATE LIMITED,U72900MH2000PTC125186,AASAN Info Solutions (India) Limited;AASAN INFO SOLUTIONS (INDIA) PRIVATELIMITED;AASAN Info Solutions India Limited;FLASHNET INFO SOLUTIONS (INDIA) LIMITED;FLASHNET INFO SOLUTIONS INDIA LIMITED,U72900MH2000PLC125186
AASAN REALTY PRIVATE LIMITED,U70100RJ2009PTC076755,AASAN TELECOMMUNICATION PRIVATE LIMITED,U64200DL2009PTC187187;U70100DL2009PTC187187
AASHMAN ENERGY PRIVATE LIMITED,U40102TN2015PTC102835,Aashman Energy Private Limited,U40102TS2015PTC200947
AASHMAN ENERGY PRIVATE LIMITED,U40102TN2015PTC102835,Aashman Energy Private Limited,
OCEAN PARK MULTI TECH PRIVATE LIMITED,U55101TG1995PTC022664,AASHRAYA RESORTS PRIVATE LIMITED;OCEAN PARK MULTI TECH LIMITED,U55101AP1995PLC022664;U55101TG1995PLC022664
COMFORT HOMES INN (BANGALORE) PRIVATE LIMITED,U74999KA2007PTC042732,AASHRITHA COMFORT HOMES INN PRIVATE LIMITED;COMFORT HOMES INN (BANGALORE) PRIVATELIMITED;COMFORT HOMES INN BANGALORE PRIVATE LIMITED,
AASIA IMPORTS & EXPORTS PRIVATE LIMITED,U51909MH2007PTC167601,AASIA ENTERTAINMENT PRIVATE LIMITED;AASIA IMPORTS  EXPORTS PRIVATE LIMITED;ALPHA TELECOM NETWORK PRIVATE LIMITED;SERENDIPITY FILM PRODUCTION COMPANY PRIVATE LIMITED;SERENDIPITY FILMS PRODUCTION COMPANY PRIVATE LIMTED,U32204MH2007PTC167601
HINDUJA FINANCE LIMITED,U65993MH2006PLC166340,AASIA FINANCE PRIVATE LIMITED;HINDUJA FINANCE PRIVATE LIMITED,U65993MH2006PTC166340
HINDUJA GROUP LIMITED,U72200MH1995PLC088486,AASIA MANAGEMENT & CONSULTANCY PRIVATE LIMITED;HINDUJA GROUP PRIVATE LIMITED;INDUSIND SOFTWARE PROTECTION AGENCY PRIVATE LIMITED,
HINDUJA REALTY VENTURES LIMITED,U45200MH1968PLC014045,AASIA PROPERTIES DEVELOPMENT LIMITED;HINDUJA PROPERTIES DEVELOPMENT LIMITED;HINDUJA PROPERTIES LIMITED,
SHREYARTH AASPAS LIMITED,U65910GJ1980PLC004039,AASPAS INVESTMENTS LTD;AASPAS INVESTMENTS PVT LTD;AASPAS MULTIMEDIA LIMITED,
AASTHA ONCOLOGY PRIVATE LIMITED,U85110GJ2007PTC051327,Aastha Oncology Private Limited,
PNP POLYMERS PRIVATE LIMITED,U72100MH1997PTC106246,AASU COMPUTERS PRIVATE LIMITED,
AATASH COMPUTER AND COMMUNICATIONS PRIVATE LIMITED,U72200GJ2006PTC048467,AATASH COMPUTER AND COMMUNICATIONSPRIVATE LIMITED,
AATMAN INNOVATIONS PRIVATE LIMITED,U45200MH2005PTC153730,AATMAN CONSTRUCTION & DEVELOPERS PRIVATE LIMITED;AATMAN CONSTRUCTION AND DEVELOPMENT PRIVATE LIMITED;Aatman Innovations Private Limited,
POLARIS BANYAN HOLDING PRIVATE LIMITED,U65100TN2011PTC080320,AAUM HOLDINGS (INDIA) PRIVATE LIMITED;AAUM HOLDINGS INDIA PRIVATE LIMITED,
POLARIS BANYAN HOLDING PRIVATE LIMITED,U65993TN1997PTC037349,AAUM HOLDINGS (INDIA) PRIVATE LIMITED;AAUM HOLDINGS INDIA PRIVATE LIMITED,
BOYD THERMAL SYSTEMS INDIA PRIVATE LIMITED,U31909GJ2004PTC044157,AAVID THERMALLOY INDIA PRIVATE LIMITED;BOYD THERMAL SYSTEMS INDIA PRIVATELIMITED,
AAVISHKAAR VENTURE MANAGEMENT SERVICES PRIVATE LIMITED,U74140MH2006PTC160551,AAVISHKAAR VENTURE MANAGEMENT SERVICES PRIVATE LIM ITED;AAVISHKAAR VENTURE MANAGEMENT SERVICESPRIVATE LIMITED;INTELLECAP VENTURE MANAGEMENT SERVICES PRIVATE LIM ITED,
AAGAM HOLDINGS PRIVATE LIMITED,U51900GJ1984PTC074539,AAVISHKAR FINANCE AND TRADE PRIVATE LIMITED,
AAXIS NANO TECHNOLOGIES PRIVATE LIMITED,U74900DL2013PTC387600,AAXIS NANO TECHNOLOGIES PRIV LIMITED,U74900PB2013PTC037449
AAYUSH NRI LEPL HEALTHCARE PRIVATE LIMITED,U85100AP2011PTC072069,AAYUSH NRI LEPL HEALTHCARE PRIVATELIMITED;NRI-LINGAMANENI HEALTHCARE PRIVATE LIMITED,
AB CARTER INDIA PRIVATE LIMITED,U29260KA1975PTC043334,AB Carter India Private Limited;S.TEX TRAVELLERS PRIVATE LIMITED,
DIAMOND TRAEXIM PRIVATE LIMITED,U51101HR2007PTC122402,AB CONTINENTEL COMMODITIES PRIVATE LIMITED;AB CONTINENTEL TRADE PRIVATE LIMITED,U51101DL2007PTC171069;U51101DL2007PTC354217;U51101UP2007PTC105859
AB INBEV GCC SERVICES INDIA PRIVATE LIMITED,U74900KA2014FTC077722,AB INBEV GCC SERVICES INDIA PRIVATELIMITED;GCC SERVICES INDIA PRIVATE LIMITED,
AB MOBILE STANDARDS ALLIANCE INDIA PRIVATE LIMITED,U52100DL2009PTC193218,AB Mobile Standards Alliance India Private Limited;AB MOBILE STANDARDS ALLIANCE INDIAPRIVATE LIMITED,
ADITYA BIRLA PE ADVISORS PRIVATE LIMITED,U74140MH2008PTC179360,AB NUVO CAPITAL ADVISORS PRIVATE LIMITED;ADITYA BIRLA CAPITAL ADVISORS PRIVATE LIMITED;ADITYA BIRLA CAPITAL ADVISORS PRIVATELIMITED,
AB'S EARTH PRIVATE LIMITED,U70101MH1989PTC051159,AB'S ESTATE PRIVATE LIMITED;Abs earth Private Limited;CYPRESS WOODS CONSTRUCTION PRIVATE LIMITED,
J.C. FLOWERS ASSET RECONSTRUCTION PRIVATE LIMITED,U74999MH2015PTC264081,ABACUS ASSET RECONSTRUCTION PRIVATE LIMITED;AMBIT ASSET RECONSTRUCTION PRIVATE LIMITED;AMBIT FLOWERS ASSET RECONSTRUCTION PRIVATE LIMITED;AMBIT FLOWERS ASSET RECONSTRUCTIONPRIVATE LIMITED;J.C. FLOWERS ASSET RECONSTRUCTIONPRIVATE LIMITED,
SABRE TRAVEL NETWORK (INDIA) PRIVATE LIMITED,U30007MH1994PTC075911,ABACUS DISTRIBUTION SYSTEMS (BOMBAY) P.LTD.;ABACUS DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITE D;ABACUS DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED;ABACUS DISTRIBUTION SYSTEMS INDIA PRIVATE LIMITED;SABRE TRAVEL NETWORK (INDIA) PRIVATELIMITED;SABRE TRAVEL NETWORK INDIA PRIVATE LIMITED,
ABAKKUS EXPERT PROFESSIONALS PRIVATE LIMITED,U74999MH2018PTC305281,ABAKKUS EXPERT PROFESSIONALS PRIVATELIMITED,
KARAD PROJECTS AND MOTORS LIMITED,U45203PN2001PLC149623,ABAN CONSTRUCTIONS LIMITED;ABAN CONSTRUCTIONS PRIVATE LIMITED;ABAN CONSTRUCTIONS(WITH UNLIMITED LIABILITY);KIRLOSKAR CONSTRUCTIONS AND ENGINEERS LIMITED,
ABAN VENTURES PRIVATE LIMITED,U74210TN1999PTC041722,ABAN CONSTRUCTIONS PRIVATE LIMITED,
TANJORE POWER LIMITED,U40101TN1997PLC037663,ABAN POWER COMPANY LIMITED;LANCO TANJORE POWER COMPANY LIMITED,
ABANS BROKING SERVICES PRIVATE LIMITED,U74990MH2009PTC190201,aBans Broking Services Private Limited,
ABANS COMMODITIES (I) PRIVATE LIMITED,U74990MH2009PTC383841,aBans Commodities I Private Limited,U74990UP2009PTC044177
ABANS FINANCE PRIVATE LIMITED,U51219MH1995PTC231627,ABANS FINANCE LIMITED;ABANS FINANCE Private Limited;SOFED COMTRADE LTD.;SOFED COMTRADE PVT.LTD.,U51219MH1995PLC231627
ABANS FINTRADE PRIVATE LIMITED,U64990MH2015PTC267779,ABans Fortune Gems Private Limited;CULTURED CURIO JEWELS PRIVATE LIMITED,U74120MH2015PTC267779
ABANS JEWELS LIMITED,U74999MH2012PLC225770,ABANS JEWELS Private Limited,U74999MH2012PTC225770
AGROMETAL VENDIBLES PRIVATE LIMITED,U17291MH2016PTC377681,ABANS TEXTILES PRIVATE LIMITED,U17291DD2016PTC009808;U17291MH2016PTC273023
ABARAN TIMELESS JEWELLERY PRIVATE LIMITED,U27205KA2011PTC056883,ABARAN TIMELESS JEWELLERY PRIVATELIMITED,
ABB GLOBAL INDUSTRIES AND SERVICES PRIVATE LIMITED,U72200KA2001PTC032179,ABB CORPORATE RESEARCH LIMITED;ABB GLOBAL INDUSTRIES AND SERVICES LIMITED;ABB GLOBAL INDUSTRIES AND SERVICES Private Limited;ABB GLOBAL INDUSTRIES AND SERVICESPRIVATE LIMITED;ABB GLOBAL SERVICES LIMITED,U72200KA2001PLC032179
ABB INDIA LIMITED,L32202KA1949PLC032923,ABB India Limited,
HITACHI ENERGY INDIA LIMITED,L31904KA2019PLC121597,ABB POWER PRODUCTS AND SYSTEMS INDIA LIMITED;ABB POWER PRODUCTS AND SYSTEMS INDIALIMITED,U31904KA2019PLC121597
HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED,U72501KA2019PTC124210,ABB POWER TECHNOLOGY SERVICES PRIVATE LIMITED;ABB POWER TECHNOLOGY SERVICES PRIVATELIMITED;HITACHI ENERGY TECHNOLOGY SERVICESPRIVATE LIMITED,
ABBOTT DIAGNOSTICS MEDICAL PRIVATE LIMITED,U74899DL1995PTC069456,ABBOTT DIAGNOSTICS MEDICAL PRIVATELIMITED;Alere Medical Private Limited;INVERNESS MEDICAL INDIA PRIVATE LIMITED;SPECTRAL DIAGNOSTICS PVT LTD,
ABC BUILDWARES (INDIA) PRIVATE LIMITED,U51432KL2013PTC033518,ABC BUILDWARES INDIA PRIVATE LIMITED,
ABC IMPORTS AND EXPORTS INDIA PRIVATE LIMITED,U51432GJ2011PTC109553,ABC IMPORTS AND EXPORTS (INDIA) PRIVATE LIMITED;ABC IMPORTS AND EXPORTS (INDIA) PRIVATELIMITED;ABC IMPORTS AND EXPORTS INDIA PRIVATELIMITED,U51432KL2011PTC029689
ABC IMPORTS AND EXPORTS INDIA PRIVATE LIMITED,U51432GJ2011PTC109553,ABC IMPORTS AND EXPORTS (INDIA) PRIVATE LIMITED;ABC IMPORTS AND EXPORTS (INDIA) PRIVATELIMITED;ABC IMPORTS AND EXPORTS INDIA PRIVATELIMITED,U51432KL2011PTC029689;U51432KL2011PTC097729
KUANTUM PAPERS LIMITED,L21012PB1997PLC035243,ABC PAPER LIMITED;ABC PAPER MILL PRIVATE LIMITED;ABC PAPER PRIVATE LIMITED,
ABC SITES PRIVATE LIMITED,U55101PB2003PTC039315,ABC SITES LIMITED;ABC SITES PRIV LIMITED;ABC SITES Private Limited,U55101CH2003PLC026283;U55101CH2003PTC026283
G.P.PROJECTS LIMITED,U51109WB1985PLC137446,ABCI CONSTRUCTION COMPANY LIMITED;SURYA,L51109WB1985PLC137446
ABCN LOGISTICS PRIVATE LIMITED,U63090MH1998PTC116336,ABCN Logistics Private Limited;SEVA TRANSPORT PRIVATE LIMITED,
OPTUMINSIGHT INDIA PRIVATE LIMITED,U93000TG2008FTC158598,ABCO Advisory Services India Private Limited;ABCO ADVISORY SERVICES INDIA PRIVATELIMITED;ABCO INDIA PRIVATE LIMITED,U93000TN2008FTC069660
ABEC EXHIBITIONS & CONFERENCES PRIVATE LIMITED,U74120MH2013PTC241259,ABEC EXHIBITIONS  CONFERENCES PRIVATE LIMITED;ABEC EXHIBITIONS & CONFERENCES PRIVATELIMITED,
ABEER TECHNOLOGIES PRIVATE LIMITED,U74120HR2015PTC057443,Abeer Technologies Private Limited,
ABELLON CLEANENERGY LIMITED,U40100GJ2008PLC054425,ABELLON BIOENERGY LIMITED,
CLARIS LIMITED,U11102GJ2013PLC076631,ABELLON CLEAN GAS LIMITED;ALTHEON ENTERPRISES LIMITED,
DOMINION DIAMOND (INDIA) PRIVATE LIMITED,U13100MH2005PTC150799,ABER INDIA PRIVATE LIMITED;Dominion Diamond India Private Limited;HARRY WINSTON DIAMOND (INDIA) PRIVATE LIMITED,
ABERCROMBIE AND KENT INDIA PRIVATE LIMITED,U51909DL1985PTC022104,ABERCROMBIE AND KENT INDIA PRIVATELIMITED,
VADRAJ CEMENT LIMITED,U36941MH1996PLC185707,ABG CEMENT LIMITED,
STARLOG ENTERPRISES LIMITED,L63010MH1983PLC031578,ABG HEAVY INDUSTRIES LIMITED;ABG Infralogistics Limited;ONWAY CARRIERS PVT LTD,
STARLIFT SERVICES PRIVATE LIMITED,U63010MH2003PTC140433,ABG KOLKATA CONTAINER TERMINAL PRIVATE LIMITED;CARDINAL LOGISTICS PRIVATE LIMITED,
ABHA SOLARFARMS LIMITED,U40300GJ2015PLC082583,Abha Solarfarms Private Limited;Sirocco Windfarms Private Limited,U40300GJ2015PTC082583
ABHAY NUTRITION PRIVATE LIMITED,U17121MH2008PTC182247,ABHAY COTEX PRIVATE LIMITED,
ABHAY ISPAT (INDIA) PRIVATE LIMITED,U27104MH2002PTC135533,ABHAY ISPAT INDIA PRIVATE LIMITED,
UDIT INFRAWORLD PRIVATE LIMITED,U15100MP2003PTC016278,ABHAY MISHRA CONTRACTOR PRIVATE LIMITED,U45309MP2003PTC016278
VAZHRAA NIRMAAN PRIVATE LIMITED,U45209TG2007PTC056618,ABHAYA INFRASTRUCTURES PRIVATE LIMITED,U45209AP2007PTC056618
GRAVITI PHARMACEUTICALS PRIVATE LIMITED,U24232TG2012PTC085058,ABHAYAM PHARMACEUTICALS PRIVATE LIMITED,U24232AP2012PTC085058
ABHI ENGINEERING CORPORATION PRIVATE LIMITED,U45201MH2013PTC248313,ABHI ENGINEERING CORPORATION PRIVATELIMITED,
PARKSONS GRAPHICS PRIVATE LIMITED,U21014MH2000PTC124458,ABHI-ANI TRADING PRIVATE LIMITED;Parksons Graphics Private Limited,
ABHI-ASMI INTERNATIONAL PRIVATE LIMITED,U51101DL2007PTC170922,Abhi-Asmi International Private Limited,
